year,day_type,model_no,n_vars,variables,n,Tc,Eb,status,Text,R2,Adj_R2,RMSE,CV_RMSE_pct,NMBE_pct,AIC,BIC,n_params,Tint,Text-Tc,Text-Tint,Tint-Tc
2020,weekday,1,1,Text,36,19.85098447,43.522023021861315,OK,0.500058,0.21004862418556935,0.18681476019102727,4.0936079345396,32.9321368493657,1.1663437969238317,103.4787236085966,105.0622425470527,1,,,,
2020,weekday,2,1,Tint,36,19.85098447,43.522023021861315,OK,,0.05583517276155958,0.02806561901925253,4.475380597443107,36.003410352136804,0.36699167696063056,109.89858064291609,111.4820995813722,1,0.476678,,,
2020,weekday,3,1,Text-Tc,36,19.85098447,43.522023021861315,OK,,0.3212191437929549,0.301255000963336,3.7946424300659283,30.52702794201404,-3.377450785314673,98.01849332590535,99.60201226436146,1,,2.267469,,
2020,weekday,4,1,Text-Tint,36,19.85098447,43.522023021861315,OK,,-5.364393436334497,-5.551581478579629,11.619423351377783,93.47559562059641,-78.88477713179995,178.59282497591693,180.17634391437304,1,,,9.898637,
2020,weekday,5,1,Tint-Tc,36,19.85098447,43.522023021861315,OK,,0.20229882415391098,0.17883702486432018,4.113639049581809,33.093282575181185,1.1108738473377482,103.83017962047646,105.41369855893257,1,,,,1.988083
2020,weekday,6,2,"Text, Tint",36,19.85098447,43.522023021861315,OK,0.500058,0.21004862418556935,0.16217278322711892,4.0936079345396,32.9321368493657,1.1663437759803001,105.4787236085966,108.64576148550881,2,0.0,,,
2020,weekday,7,2,"Text, Text-Tc",36,19.85098447,43.522023021861315,OK,0.19982,0.39972191398337753,0.36334142392176405,3.568472139558232,28.70753983339087,2.6599191422690385e-08,95.59390230924483,98.76094018615704,2,,1.398052,,
2020,weekday,8,2,"Text, Text-Tint",36,19.85098447,43.522023021861315,OK,0.484995,0.23633951015019172,0.19005705621990032,4.024910491538078,32.379481678107325,0.8914189927688453,104.26019241971929,107.4272302966315,2,,,1.299685,
2020,weekday,9,2,"Text, Tint-Tc",36,19.85098447,43.522023021861315,OK,0.299391,0.21643077492221152,0.16894173097810317,4.077037923344293,32.79883491009712,1.272287862188439,105.18669224109426,108.35373011800648,2,,,,0.800313
2020,weekday,10,2,"Tint, Text-Tc",36,19.85098447,43.522023021861315,OK,,0.40896341690823024,0.37314301793297144,3.540896620531395,28.4857011080401,0.18914019892229922,95.03535839519766,98.20239627210988,2,0.164234,1.539659,,
2020,weekday,11,2,"Tint, Text-Tint",36,19.85098447,43.522023021861315,OK,,0.14316164676070808,0.09123204959469033,4.263394442781521,34.29803036286548,0.3597065956789025,108.40472755924604,111.57176543615826,2,0.453168,,2.317147,
2020,weekday,12,2,"Tint, Tint-Tc",36,19.85098447,43.522023021861315,OK,,0.2022988241539111,0.15395329834505722,4.113639049581808,33.09328257518118,1.110873864383686,105.83017962047646,108.99721749738868,2,0.0,,,1.988083
