Building,Data_Type,Alpha_BaseLoad_Wh_m2,Tau_h_HeatingCP_C,Tau_c_CoolingCP_C,Beta_h_HeatingSlope,Beta_c_CoolingSlope,R2,RMSE_Wh_m2,CV_RMSE_percent,N_Samples
KEPCO,Weekend,5.514129384908762,15.493078363705854,23.41312739081968,0.21809191317005638,0.14081858633769812,0.6605619486057119,1.0185511251721593,15.078500499895627,532
KEA,Weekend,6.298426587972064,11.413174710512251,19.000000000000004,0.13988798914038406,0.21173641794325188,0.2587104996877616,1.1642457175864431,16.498119359308085,271
