Building,Year,Data_Type,alpha,tau_h,tau_c,beta_h,beta_c,R2,RMSE,CV_RMSE,n_samples
KEPCO,2020,Weekdays,11.435604490775287,17.999999992776647,23.499948612749243,0.6350276266238818,0.6932629411083322,0.7632462325661891,2.100342060226,13.671719405846893,85
KEPCO,2021,Weekdays,10.296360545866015,17.16029476375415,21.50182308367754,0.6374766370593916,0.3714233253914564,0.8583645225360054,1.4536139755009132,10.073008862017515,114
KEPCO,2022,Weekdays,8.65635223112735,17.99999996935712,28.992661931688318,0.7544650031478034,3.224952315827057e-10,0.6865841614127988,3.4118749929380865,28.265961316968486,139
KEPCO,2023,Weekdays,10.870273743375904,17.999999972746334,20.326666704837255,0.6599599293219649,0.46913327685411516,0.6349666610003746,2.213157093998637,14.899372857834894,114
KEPCO,2024,Weekdays,10.488215473494801,17.999999355831914,21.07790768825206,0.7035417434018615,0.5055777007700732,0.76519283720742,2.115024395346281,13.29801005355155,122
KEPCO,2025,Weekdays,11.277942332323043,16.399503635974302,19.000000001732367,0.5692624021515873,0.3392228212271177,0.5913523357406573,2.489227989326686,16.427951565375988,60
KEA,2022,Weekdays,135.4230963784091,16.19999997242852,19.10636011513376,1.6108305593230596,7.871124731879358,0.6222860811138858,18.528820976323136,11.559668652300994,208
KEA,2023,Weekdays,122.07932784609913,17.999999870062126,19.71173869655555,1.2942035345500429,8.668772101179583,0.6250027630612873,20.047323509920545,13.65542860796301,221
KEA,2024,Weekdays,112.1973617971401,17.999999926325657,20.90012359044987,2.0324563191793033,10.308561749797182,0.6448068617187428,21.802055723995075,15.121894826421261,110
