Building,Year,Data_Type,alpha,tau_h,tau_c,beta_h,beta_c,R2,RMSE,CV_RMSE,n_samples
KEA,2022,Weekdays,9.287869545074198,11.695833687897402,19.000000000090818,0.19085694581696921,0.6606305900761652,0.639944050626517,1.4024778484202638,12.710861573803026,259
KEA,2023,Weekdays,8.052906717193409,17.92013247388584,19.157447651596417,0.1580296228301272,0.690149680608276,0.6012880832165026,1.3794306374999181,13.652866420762777,256
KEA,2024,Weekdays,8.315834917707441,14.761432333985406,19.812527440718124,0.15582274466029084,0.46508416405254144,0.4151743514768289,1.6415897349230086,16.47577905776106,161
